3.218958435e+02,4.987530992e-04
3.220021362e+02,-8.248609374e-04
3.221084595e+02,1.381162438e-03
3.222147827e+02,7.864952786e-04
3.223211060e+02,7.097640773e-04
3.224274292e+02,9.591405978e-04
3.225337524e+02,1.899098395e-03
3.226401062e+02,-7.673125219e-05
3.227464600e+02,9.591405978e-04
3.228527832e+02,-7.673125219e-05
3.229591370e+02,2.493765496e-04
3.230655212e+02,-6.138500175e-04
3.231719055e+02,4.220218689e-04
3.232782898e+02,-3.836562610e-05
3.233846741e+02,-3.069250088e-04
3.234910889e+02,-6.522156182e-04
3.235974731e+02,9.399577975e-04
3.237038574e+02,-6.330328179e-04
3.238103027e+02,-5.371187581e-04
3.239167175e+02,-7.673125219e-05
3.240231628e+02,1.918281196e-03
3.241296082e+02,-6.522156182e-04
3.242360535e+02,-2.877421794e-04
3.243424988e+02,4.987530992e-04
3.244489746e+02,-3.644734388e-04
3.245554504e+02,9.399577975e-04
3.246618958e+02,2.723959275e-03
3.247684021e+02,7.864952786e-04
3.248748779e+02,3.836562391e-04
3.249813843e+02,-7.097640773e-04
3.250878906e+02,-3.836562610e-05
3.251944275e+02,0.000000000e+00
3.253009338e+02,-1.246882835e-03
3.254074707e+02,-5.754843587e-04
3.255140076e+02,3.452906094e-04
3.256205139e+02,-1.381162438e-03
3.257270813e+02,-1.170151518e-03
3.258336487e+02,-1.342796837e-03
3.259402161e+02,5.563015584e-04
3.260467834e+02,-5.371187581e-04
3.261533508e+02,1.707270276e-03
3.262599487e+02,-1.534624957e-03
3.263665466e+02,-9.591405978e-05
3.264731140e+02,-4.795702989e-04
3.265797119e+02,1.342796895e-04
3.266863403e+02,-1.726453047e-04
3.267929688e+02,5.371187581e-04
3.268995972e+02,5.754843587e-04
3.270062256e+02,4.987530992e-04
3.271128845e+02,-1.285248436e-03
3.272195435e+02,9.591405978e-04
3.273262024e+02,-1.342796837e-03
3.274328308e+02,1.323614037e-03
3.275395203e+02,-7.673125219e-05
3.276461792e+02,1.342796895e-04
3.277528687e+02,8.056781371e-04
3.278595886e+02,1.726453076e-03
3.279662781e+02,-1.918281196e-04
3.280729980e+02,3.836562391e-04
3.281797180e+02,-5.754843587e-04
3.282864380e+02,7.097640773e-04
3.283931274e+02,1.419528155e-03
3.284998779e+02,-8.632265381e-04
3.286066284e+02,3.836562610e-05
3.287133789e+02,-4.412046692e-04
3.288201294e+02,1.534625044e-04
3.289269104e+02,1.342796837e-03
3.290336914e+02,-6.522156182e-04
3.291404724e+02,1.150968747e-04
3.292472534e+02,4.603874986e-04
3.293540039e+02,1.918281305e-05
3.294608154e+02,-2.301937493e-04
3.295676270e+02,9.399577975e-04
3.296744385e+02,6.713984185e-04
3.297812805e+02,1.477076556e-03
3.298880920e+02,2.110109344e-04
3.299949341e+02,2.206023317e-03
3.301017761e+02,-7.481296780e-04
3.302086487e+02,-7.864952786e-04
3.303154602e+02,1.630539075e-03
3.304223328e+02,7.289468776e-04
3.305292053e+02,-6.138500175e-04
3.306360779e+02,7.289468776e-04
3.307429810e+02,-5.754843733e-05
3.308498840e+02,-7.864952786e-04
3.309567871e+02,7.097640773e-04
3.310636902e+02,1.975829713e-03
3.311705933e+02,-3.261078091e-04
3.312775269e+02,7.097640773e-04
3.313844299e+02,-1.361979637e-03
3.314913635e+02,3.069250088e-04
3.315983276e+02,-3.644734388e-04
3.317052612e+02,7.097640773e-04
3.318122253e+02,-1.534625044e-04
3.319191895e+02,-5.754843733e-05
3.320261536e+02,2.301937493e-04
3.321331482e+02,3.644734388e-04
3.322401428e+02,-2.685593790e-04
3.323471069e+02,9.207749972e-04
3.324541016e+02,1.342796895e-04
3.325610962e+02,7.864952786e-04
3.326681213e+02,1.534625044e-04
3.327751465e+02,-5.754843733e-05
3.328821716e+02,-4.028390686e-04
3.329892273e+02,-1.189334318e-03
3.330962524e+02,9.399577975e-04
3.332033081e+02,2.685593790e-04
3.333103333e+02,3.836562391e-04
3.334174194e+02,9.399577975e-04
3.335244751e+02,8.440437377e-04
3.336315613e+02,-2.877421794e-04
3.337386475e+02,-1.131785917e-03
3.338457336e+02,2.685593790e-04
3.339528503e+02,-1.035871916e-03
3.340599365e+02,-6.138500175e-04
3.341670532e+02,8.056781371e-04
3.342741699e+02,5.946671590e-04
3.343812866e+02,-1.246882835e-03
3.344884033e+02,-9.591405978e-05
3.345955505e+02,-6.138500175e-04
3.347026978e+02,2.685593790e-04
3.348098755e+02,7.097640773e-04
3.349170227e+02,-5.563015584e-04
3.350242004e+02,1.496259356e-03
3.351313782e+02,2.321120352e-03
3.352385559e+02,-5.754843733e-05
3.353457336e+02,5.946671590e-04
3.354529114e+02,1.918281196e-04
3.355601196e+02,9.975061985e-04
3.356673279e+02,9.975061985e-04
3.357745667e+02,2.110109344e-04
3.358817749e+02,-6.330328179e-04
3.359890137e+02,-1.150968747e-04
3.360962524e+02,-3.644734388e-04
3.362035217e+02,-7.673124783e-04
3.363107605e+02,-4.220218689e-04
3.364179993e+02,9.015921969e-04
3.365252686e+02,2.877421794e-04
3.366325378e+02,1.150968717e-03
3.367398071e+02,5.563015584e-04
3.368471069e+02,4.987530992e-04
3.369544067e+02,-1.150968747e-04
3.370617065e+02,4.412046692e-04
3.371690369e+02,-5.563015584e-04
3.372763367e+02,-2.685593790e-04
3.373836670e+02,3.261078091e-04
3.374909668e+02,-4.220218689e-04
3.375982971e+02,-7.673125219e-05
3.377056580e+02,1.918281196e-04
3.378129883e+02,8.248609374e-04
3.379203491e+02,9.207749972e-04
3.380277405e+02,-4.603874986e-04
3.381351013e+02,-1.342796895e-04
3.382424927e+02,7.673125219e-05
3.383498535e+02,-1.918281196e-04
3.384572449e+02,-1.208517118e-03
3.385646362e+02,-3.261078091e-04
3.386720276e+02,7.673125219e-05
3.387794495e+02,5.754843733e-05
3.388868713e+02,-1.400345238e-03
3.389942932e+02,-1.150968747e-04
3.391017456e+02,-3.836562610e-05
3.392091980e+02,2.301937435e-03
3.393166199e+02,-9.591405978e-04
3.394241028e+02,4.603874986e-04
3.395315247e+02,1.150968717e-03
3.396390076e+02,5.754843587e-04
3.397464600e+02,1.189334318e-03
3.398539429e+02,-1.093420316e-03
3.399614563e+02,-1.918281305e-05
3.400689392e+02,9.591405978e-04
3.401764526e+02,-1.074237516e-03
3.402839661e+02,8.056781371e-04
3.403914795e+02,2.301937493e-04
3.404989929e+02,-1.534624957e-03
3.406065063e+02,-6.522156182e-04
3.407140503e+02,1.726453076e-03
3.408215942e+02,3.836562610e-05
3.409291382e+02,7.289468776e-04
3.410367126e+02,-2.685593790e-04
3.411442871e+02,9.591405978e-05
3.412518311e+02,-1.688087475e-03
3.413594360e+02,1.553807757e-03
3.414670105e+02,6.330328179e-04
3.415746155e+02,7.097640773e-04
3.416822205e+02,-1.150968717e-03
3.417897949e+02,1.112603117e-03
3.418973999e+02,-7.673125219e-05
3.420050354e+02,4.795702989e-04
3.421126404e+02,5.563015584e-04
3.422202759e+02,-6.522156182e-04
3.423279419e+02,4.795702989e-04
3.424355774e+02,1.899098395e-03
3.425432434e+02,-1.016688999e-03
3.426509094e+02,8.632265381e-04
3.427585754e+02,7.289468776e-04
3.428662109e+02,9.591405978e-04
3.429739075e+02,8.632265381e-04
3.430816040e+02,6.330328179e-04
3.431893005e+02,-4.795702989e-04
3.432969971e+02,3.836562391e-04
3.434046936e+02,9.975061985e-04
3.435124207e+02,3.452906094e-04
3.436201477e+02,9.591405978e-05
3.437278748e+02,1.918281305e-05
3.438356323e+02,1.342796895e-04
3.439433289e+02,3.452906094e-04
3.440510864e+02,-5.179359578e-04
3.441588440e+02,1.726453047e-04
3.442666016e+02,1.822367194e-03
3.443743896e+02,2.877421794e-04
3.444821777e+02,1.668904675e-03
3.445899353e+02,-6.138500175e-04
3.446977539e+02,4.028390686e-04
3.448055420e+02,5.179359578e-04
3.449133606e+02,-4.795702989e-04
3.450211487e+02,4.987530992e-04
3.451289673e+02,-2.301937493e-04
3.452367859e+02,8.056781371e-04
3.453446045e+02,-1.918281196e-04
3.454524536e+02,7.673125219e-05
3.455603027e+02,2.685593790e-04
3.456681519e+02,1.112603117e-03
3.457760315e+02,9.975061985e-04
3.458838806e+02,-9.975061985e-04
3.459917603e+02,-1.342796895e-04
3.460996399e+02,5.946671590e-04
3.462074890e+02,-7.673125219e-05
3.463153992e+02,7.864952786e-04
3.464233093e+02,-1.093420316e-03
3.465312195e+02,8.056781371e-04
3.466391296e+02,-4.987530992e-04
3.467470398e+02,-2.685593790e-04
3.468549805e+02,9.591405978e-04
3.469629211e+02,5.754843587e-04
3.470708618e+02,-5.371187581e-04
3.471788025e+02,3.836562610e-05
3.472867737e+02,-6.522156182e-04
3.473946838e+02,8.632265381e-04
3.475026550e+02,-6.330328179e-04
3.476106262e+02,3.069250088e-04
3.477186279e+02,8.632265381e-04
3.478265991e+02,-1.534625044e-04
3.479346008e+02,-9.591405978e-04
3.480426025e+02,-5.371187581e-04
3.481506348e+02,-1.918281305e-05
3.482586365e+02,-7.097640773e-04
3.483666687e+02,9.399577975e-04
3.484747009e+02,-4.028390686e-04
3.485827026e+02,1.170151518e-03
3.486907349e+02,2.110109344e-04
3.487987976e+02,-1.055054716e-03
3.489068604e+02,-9.207749972e-04
3.490149231e+02,-1.342796837e-03
3.491229858e+02,2.301937493e-04
3.492310791e+02,4.603874986e-04
3.493391418e+02,1.918281196e-04
3.494472351e+02,-1.246882835e-03
3.495553284e+02,1.342796837e-03
3.496634521e+02,1.726453047e-04
3.497715149e+02,4.412046692e-04
3.498796387e+02,-7.097640773e-04
3.499877625e+02,1.534625044e-04
3.500958862e+02,-8.824093384e-04
3.502040405e+02,1.016688999e-03
3.503121948e+02,5.946671590e-04
3.504203491e+02,1.266065636e-03
3.505285034e+02,-1.150968747e-04
3.506366577e+02,7.673125219e-05
3.507448425e+02,-8.056781371e-04
3.508529968e+02,4.028390686e-04
3.509611511e+02,-3.452906094e-04
3.510693665e+02,4.603874986e-04
3.511775513e+02,2.877421794e-04
3.512857666e+02,1.285248436e-03
3.513939819e+02,5.371187581e-04
3.515021973e+02,5.371187581e-04
3.516104126e+02,1.227700035e-03
3.517186584e+02,7.289468776e-04
3.518268738e+02,1.016688999e-03
3.519351196e+02,-3.069250088e-04
3.520433960e+02,-3.644734388e-04
3.521516113e+02,2.301937493e-04
3.522598877e+02,-1.112603117e-03
3.523681335e+02,7.864952786e-04
3.524764404e+02,-1.150968747e-04
3.525847168e+02,-2.110109344e-04
3.526929932e+02,-6.905812188e-04
3.528013000e+02,7.097640773e-04
3.529096069e+02,-1.150968747e-04
3.530179138e+02,4.028390686e-04
3.531262512e+02,8.824093384e-04
3.532345581e+02,-6.905812188e-04
3.533428955e+02,-7.289468776e-04
3.534512024e+02,6.522156182e-04
3.535595398e+02,-5.371187581e-04
3.536679077e+02,8.056781371e-04
3.537762451e+02,-8.824093384e-04
3.538846130e+02,2.685593790e-04
3.539929810e+02,-7.673125219e-05
3.541013794e+02,3.836562391e-04
3.542097473e+02,-4.603874986e-04
3.543181458e+02,8.248609374e-04
3.544265442e+02,3.261078091e-04
3.545349426e+02,1.112603117e-03
3.546433411e+02,-5.563015584e-04
3.547517395e+02,9.591405978e-05
3.548601685e+02,1.304431236e-03
3.549685974e+02,5.946671590e-04
3.550770569e+02,7.481296780e-04
3.551854858e+02,1.150968747e-04
3.552939453e+02,0.000000000e+00
3.554024048e+02,4.603874986e-04
3.555108643e+02,-3.836562391e-04
3.556193237e+02,7.481296780e-04
3.557278137e+02,-3.452906094e-04
3.558363037e+02,3.261078091e-04
3.559447632e+02,-5.754843733e-05
3.560532532e+02,-1.342796895e-04
3.561617737e+02,-2.110109432e-03
3.562702637e+02,3.836562391e-04
3.563787842e+02,1.189334318e-03
3.564873047e+02,-5.946671590e-04
3.565958557e+02,5.754843587e-04
3.567043762e+02,2.685593790e-04
3.568129272e+02,7.289468776e-04
3.569214783e+02,-4.412046692e-04
3.570300293e+02,-5.563015584e-04
3.571385803e+02,6.713984185e-04
3.572471313e+02,6.522156182e-04
3.573557129e+02,9.399577975e-04
3.574642944e+02,-5.371187581e-04
3.575728760e+02,-8.056781371e-04
