ADC1 ADC2 tv_sec tv_usec M_STAT M_POS LVDT_DL LVDT actual_speed
0 8403007 462 890031 16 -687935 0 0 9032
0 8402999 462 910160 16 -687753 0 0 9032
0 8403126 462 930291 16 -687571 0 0 9037
0 8403296 462 950421 16 -687389 0 0 9037
0 8403360 462 970549 16 -687208 0 0 9032
0 8403569 462 990678 16 -687026 0 0 9032
0 8403672 463 10806 16 -686844 0 0 9032
0 8403686 463 30935 16 -686662 0 0 9032
0 8403933 463 51064 16 -686480 0 0 9037
0 8404126 463 71192 16 -686298 0 0 9037
0 8404273 463 91321 16 -686117 0 0 9032
0 8404561 463 111450 16 -685935 0 0 9032
0 8404652 463 131581 16 -685753 0 0 9032
0 8404907 463 151712 16 -685571 0 0 9032
0 8405295 463 171841 16 -685389 0 0 9037
0 8405443 463 191968 16 -685207 0 0 9037
0 8405829 463 212097 16 -685026 0 0 9032
0 8406064 463 232228 16 -684844 0 0 9032
0 8406103 463 252355 16 -684662 0 0 9032
0 8406451 463 272484 16 -684480 0 0 9032
0 8406853 463 292615 16 -684298 0 0 9037
0 8406883 463 312742 16 -684116 0 0 9037
0 8407348 463 332873 16 -683935 0 0 9032
0 8407755 463 353002 16 -683753 0 0 9032
0 8407987 463 373129 16 -683571 0 0 9032
0 8408376 463 393258 16 -683389 0 0 9032
0 8408559 463 413387 16 -683207 0 0 9037
0 8408768 463 433515 16 -683026 0 0 9032
0 8409127 463 453644 16 -682844 0 0 9032
0 8409261 463 473773 16 -682662 0 0 9032
0 8409528 463 493902 16 -682480 0 0 9032
0 8409806 463 514031 16 -682298 0 0 9032
0 8409831 463 534160 16 -682116 0 0 9037
0 8410072 463 554288 16 -681935 0 0 9032
0 8410263 463 574417 16 -681753 0 0 9032
0 8410339 463 594546 16 -681571 0 0 9032
0 8410513 463 614677 16 -681389 0 0 9032
0 8410613 463 634806 16 -681207 0 0 9037
0 8410634 463 654934 16 -681025 0 0 9037
0 8410726 463 675063 16 -680844 0 0 9032
0 8410765 463 695192 16 -680662 0 0 9032
0 8410778 463 715321 16 -680480 0 0 9032
0 8410793 463 735450 16 -680298 0 0 9032
0 8410797 463 755579 16 -680116 0 0 9037
0 8410772 463 775709 16 -679934 0 0 9037
0 8410724 463 795838 16 -679753 0 0 9032
0 8410726 463 815967 16 -679571 0 0 9032
0 8410621 463 836095 16 -679389 0 0 9032
0 8410466 463 856224 16 -679207 0 0 9032
0 8410464 463 876353 16 -679025 0 0 9037
0 8410370 463 896481 16 -678843 0 0 9037
0 8410199 463 916610 16 -678662 0 0 9032
0 8410164 463 936739 16 -678480 0 0 9032
0 8409908 463 956872 16 -678298 0 0 9032
0 8409690 463 977001 16 -678116 0 0 9032
0 8409567 463 997130 16 -677934 0 0 9037
0 8409255 464 17259 16 -677752 0 0 9037
0 8409180 464 37386 16 -677571 0 0 9032
0 8409006 464 57515 16 -677389 0 0 9032
0 8408615 464 77644 16 -677207 0 0 9032
0 8408546 464 97771 16 -677025 0 0 9032
0 8408162 464 117900 16 -676843 0 0 9037
0 8407759 464 138034 16 -676661 0 0 9037
0 8407687 464 158158 16 -676480 0 0 9032
0 8407226 464 178289 16 -676298 0 0 9032
0 8406865 464 198418 16 -676116 0 0 9032
0 8406820 464 218547 16 -675934 0 0 9032
0 8406508 464 238675 16 -675752 0 0 9037
0 8406250 464 258804 16 -675571 0 0 9032
0 8406026 464 278933 16 -675389 0 0 9032
0 8405457 464 299062 16 -675207 0 0 9032
0 8405245 464 319190 16 -675025 0 0 9032
0 8405121 464 339320 16 -674843 0 0 9032
0 8404761 464 359449 16 -674661 0 0 9037
0 8404672 464 379578 16 -674480 0 0 9032
0 8404332 464 399707 16 -674298 0 0 9032
0 8403909 464 419836 16 -674116 0 0 9032
0 8403833 464 439965 16 -673934 0 0 9032
0 8403552 464 460094 16 -673752 0 0 9037
0 8403417 464 480223 16 -673570 0 0 9037
0 8403369 464 500352 16 -673389 0 0 9032
0 8402980 464 520481 16 -673207 0 0 9032
0 8402780 464 540610 16 -673025 0 0 9032
0 8402761 464 560739 16 -672843 0 0 9032
0 8402680 464 580869 16 -672661 0 0 9037
0 8402651 464 600998 16 -672479 0 0 9037
0 8402597 464 621126 16 -672298 0 0 9032
0 8402537 464 641255 16 -672116 0 0 9032
0 8402531 464 661384 16 -671934 0 0 9032
0 8402535 464 681512 16 -671752 0 0 9032
0 8402563 464 701641 16 -671570 0 0 9037
0 8402558 464 721770 16 -671388 0 0 9037
0 8402642 464 741899 16 -671207 0 0 9032
0 8402782 464 762032 16 -671025 0 0 9032
0 8402750 464 782159 16 -670843 0 0 9032
0 8402855 464 802290 16 -670661 0 0 9032
0 8402986 464 822419 16 -670479 0 0 9037
0 8403039 464 842546 16 -670297 0 0 9037
0 8403303 464 862675 16 -670116 0 0 9032
0 8403465 464 882806 16 -669934 0 0 9032
0 8403506 464 902933 16 -669752 0 0 9032
0 8403831 464 923062 16 -669570 0 0 9032
0 8403949 464 943194 16 -669388 0 0 9037
0 8404157 464 963320 16 -669206 0 0 9037
0 8404560 464 983450 16 -669025 0 0 9032
0 8404718 465 3579 16 -668843 0 0 9032
0 8405167 465 23707 16 -668661 0 0 9032
0 8405424 465 43835 16 -668479 0 0 9032
0 8405311 465 63963 16 -668297 0 0 9037
0 8405671 465 84094 16 -668115 0 0 9037
0 8406089 465 104223 16 -667934 0 0 9032
0 8406190 465 124352 16 -667752 0 0 9032
0 8406592 465 144481 16 -667570 0 0 9032
0 8406790 465 164610 16 -667388 0 0 9032
0 8406931 465 184739 16 -667206 0 0 9037
0 8407537 465 204868 16 -667025 0 0 9032
0 8407815 465 224996 16 -666843 0 0 9032
0 8407859 465 245125 16 -666661 0 0 9032
0 8408131 465 265254 16 -666479 0 0 9032
0 8408186 465 285383 16 -666297 0 0 9032
0 8408777 465 305512 16 -666115 0 0 9037
0 8409453 465 325641 16 -665934 0 0 9032
0 8409541 465 345771 16 -665752 0 0 9032
0 8409670 465 365900 16 -665570 0 0 9032
0 8409851 465 386028 16 -665388 0 0 9032
0 8409963 465 406159 16 -665206 0 0 9037
0 8410394 465 426287 16 -665024 0 0 9037
0 8410653 465 446416 16 -664843 0 0 9032
0 8410612 465 466545 16 -664661 0 0 9032
0 8410785 465 486674 16 -664479 0 0 9032
0 8410856 465 506803 16 -664297 0 0 9032
0 8410913 465 526932 16 -664115 0 0 9037
0 8411023 465 547061 16 -663933 0 0 9037
0 8411053 465 567190 16 -663752 0 0 9032
0 8411078 465 587321 16 -663570 0 0 9032
0 8411107 465 607450 16 -663388 0 0 9032
0 8411105 465 627577 16 -663206 0 0 9032
0 8411101 465 647706 16 -663024 0 0 9037
0 8411040 465 667837 16 -662842 0 0 9037
0 8411018 465 687962 16 -662661 0 0 9032
0 8410852 465 708093 16 -662479 0 0 9032
0 8410680 465 728224 16 -662297 0 0 9032
0 8410635 465 748351 16 -662115 0 0 9032
0 8410420 465 768480 16 -661933 0 0 9037
0 8410258 465 788608 16 -661751 0 0 9037
0 8410163 465 808738 16 -661570 0 0 9032
0 8409808 465 828867 16 -661388 0 0 9032
0 8409739 465 848995 16 -661206 0 0 9032
0 8409587 465 869124 16 -661024 0 0 9032
0 8409243 465 889253 16 -660842 0 0 9037
0 8409205 465 909382 16 -660660 0 0 9037
0 8408971 465 929511 16 -660479 0 0 9032
0 8408675 465 949640 16 -660297 0 0 9032
0 8408610 465 969769 16 -660115 0 0 9032
0 8408172 465 989898 16 -659933 0 0 9032
0 8407625 466 10027 16 -659751 0 0 9037
0 8407511 466 30156 16 -659570 0 0 9032
0 8406983 466 50285 16 -659388 0 0 9032
0 8406530 466 70414 16 -659206 0 0 9032
0 8406289 466 90543 16 -659024 0 0 9032
0 8405727 466 110672 16 -658842 0 0 9032
0 8405333 466 130801 16 -658660 0 0 9037
0 8405078 466 150930 16 -658479 0 0 9032
0 8404650 466 171058 16 -658297 0 0 9032
0 8404516 466 191187 16 -658115 0 0 9032
0 8404215 466 211316 16 -657933 0 0 9032
0 8403777 466 231446 16 -657751 0 0 9037
0 8403774 466 251575 16 -657569 0 0 9037
0 8403499 466 271703 16 -657388 0 0 9032
0 8403230 466 291832 16 -657206 0 0 9032
0 8403150 466 311962 16 -657024 0 0 9032
0 8402920 466 332090 16 -656842 0 0 9032
0 8402785 466 352219 16 -656660 0 0 9037
0 8402771 466 372349 16 -656478 0 0 9037
0 8402551 466 392480 16 -656297 0 0 9032
0 8402434 466 412609 16 -656115 0 0 9032
0 8402364 466 432738 16 -655933 0 0 9032
0 8402275 466 452867 16 -655751 0 0 9032
0 8402234 466 472996 16 -655569 0 0 9037
0 8402223 466 493123 16 -655387 0 0 9037
0 8402244 466 513254 16 -655206 0 0 9032
0 8402273 466 533383 16 -655024 0 0 9032
0 8402341 466 553510 16 -654842 0 0 9032
0 8402411 466 573642 16 -654660 0 0 9032
0 8402385 466 593768 16 -654478 0 0 9037
0 8402558 466 613898 16 -654296 0 0 9037
0 8402706 466 634026 16 -654115 0 0 9032
0 8402727 466 654155 16 -653933 0 0 9032
0 8402968 466 674285 16 -653751 0 0 9032
0 8403115 466 694414 16 -653569 0 0 9032
0 8403084 466 714543 16 -653387 0 0 9037
0 8403387 466 734672 16 -653205 0 0 9037
0 8403596 466 754801 16 -653024 0 0 9032
0 8403733 466 774930 16 -652842 0 0 9032
0 8404169 466 795059 16 -652660 0 0 9032
0 8404365 466 815188 16 -652478 0 0 9032
0 8404694 466 835316 16 -652296 0 0 9037
0 8405024 466 855445 16 -652115 0 0 9032
0 8405186 466 875574 16 -651933 0 0 9032
0 8405490 466 895703 16 -651751 0 0 9032
0 8405961 466 915832 16 -651569 0 0 9032
0 8406066 466 935961 16 -651387 0 0 9032
0 8406546 466 956090 16 -651205 0 0 9037
0 8406925 466 976218 16 -651024 0 0 9032
0 8407032 466 996348 16 -650842 0 0 9032
